Year Month Day Hour Week Region psychological_type Perpetrator Victim Bystander Complex_psychology Access_entertainment_facilities Smoking Drinking Drug Run_away Gambling Crime Pregnant Sexual_violence Sex Absence_without_leave Student_violence
2013.00	11.00	6.00	14.00	3.00	.00	3.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00
2013.00	11.00	4.00	8.00	1.00	.00	4.00	.00	.00	.00	1.00	.00	.00	1.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	6.00	14.00	7.00	5.00	8.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	5.00	24.00	10.00	5.00	14.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	4.00	25.00	9.00	4.00	.00	1.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00
2013.00	3.00	2.00	9.00	6.00	8.00	1.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00
2013.00	2.00	25.00	21.00	1.00	.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	12.00	21.00	9.00	6.00	16.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00
2013.00	12.00	5.00	21.00	4.00	.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	11.00	23.00	10.00	6.00	.00	2.00	.00	1.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
2013.00	11.00	9.00	22.00	6.00	.00	2.00	.00	1.00	.00	.00	.00	.00	1.00	1.00	.00	.00	1.00	.00	.00	1.00	.00	.00
2013.00	11.00	9.00	13.00	6.00	1.00	3.00	.00	.00	1.00	.00	.00	.00	.00	.00	1.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	11.00	9.00	5.00	6.00	14.00	2.00	.00	1.00	.00	.00	1.00	1.00	1.00	.00	1.00	.00	.00	.00	1.00	.00	1.00	.00
2013.00	11.00	9.00	5.00	6.00	14.00	2.00	.00	1.00	.00	.00	1.00	1.00	1.00	.00	1.00	.00	.00	.00	1.00	.00	1.00	.00
2013.00	11.00	6.00	6.00	3.00	.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00
2013.00	11.00	4.00	8.00	1.00	.00	4.00	.00	.00	.00	1.00	.00	.00	1.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	10.00	29.00	1.00	2.00	13.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	10.00	27.00	22.00	7.00	.00	1.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00
2013.00	10.00	27.00	17.00	7.00	.00	1.00	1.00	.00	.00	.00	.00	1.00	1.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00
2013.00	10.00	26.00	20.00	6.00	14.00	3.00	.00	.00	1.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
2013.00	10.00	25.00	12.00	5.00	12.00	3.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	10.00	20.00	18.00	7.00	17.00	2.00	.00	1.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
2013.00	10.00	20.00	18.00	7.00	17.00	2.00	.00	1.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
2013.00	10.00	20.00	18.00	7.00	17.00	2.00	.00	1.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
2013.00	10.00	20.00	14.00	7.00	.00	3.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	1.00	.00
2013.00	10.00	18.00	1.00	5.00	8.00	3.00	.00	.00	1.00	.00	.00	1.00	1.00	.00	1.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	10.00	16.00	20.00	3.00	8.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00
2013.00	10.00	16.00	19.00	3.00	8.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00
2013.00	10.00	16.00	19.00	3.00	8.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00
2013.00	10.00	7.00	10.00	1.00	16.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	10.00	2.00	.00	3.00	.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	1.00	.00	1.00	.00	1.00	.00	.00	.00
2013.00	9.00	29.00	22.00	7.00	.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	1.00	.00	.00	.00
2013.00	9.00	28.00	16.00	6.00	8.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	9.00	25.00	9.00	3.00	.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	.00	.00	.00	.00
2013.00	9.00	21.00	12.00	6.00	16.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	1.00	1.00	.00	.00
2013.00	9.00	20.00	20.00	5.00	.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	1.00	.00	.00
2013.00	9.00	20.00	19.00	5.00	16.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00
2013.00	9.00	20.00	19.00	5.00	16.00	2.00	.00	1.00	.00	.00	.00	.00	.00	.00	.00	.00	1.00	.00	1.00	.00	.00	.00
